날짜,지점,강수량(mm)
20210821,동두천,52.7
20210822,동두천,0.1
20210823,동두천,4.0
20210824,동두천,14.1
20210825,동두천,0.3
20210826,동두천,2.3
20210827,동두천,1.0
20210828,동두천,0.0
20210829,동두천,0.9
20210830,동두천,0.0
20210831,동두천,35.0
20210901,동두천,1.6
20210902,동두천,0.0
20210903,동두천,0.0
20210904,동두천,0.0
20210905,동두천,0.0
20210906,동두천,3.6
20210907,동두천,29.0
20210908,동두천,1.6
20210909,동두천,0.0
20210910,동두천,0.0
20210911,동두천,0.0
20210912,동두천,0.0
20210913,동두천,0.0
20210914,동두천,0.0
20210915,동두천,0.0
20210916,동두천,0.0
20210917,동두천,0.0
20210918,동두천,0.0
20210919,동두천,0.0
20210920,동두천,0.0
20210921,동두천,50.1
20210922,동두천,5.5
20210923,동두천,0.0
20210924,동두천,0.0
20210925,동두천,0.0
20210926,동두천,0.0
20210927,동두천,0.0
20210928,동두천,1.7
20210929,동두천,7.5
20210930,동두천,0.0
20211001,동두천,1.6
20211002,동두천,0.0
20211003,동두천,0.0
20211004,동두천,36.8
20211005,동두천,2.2
20211006,동두천,4.0
20211007,동두천,3.3
20211008,동두천,1.0
20211009,동두천,0.0
20211010,동두천,14.8
20211011,동두천,1.7
20211012,동두천,0.0
20211013,동두천,0.0
20211014,동두천,0.0
20211015,동두천,1.7
20211016,동두천,0.2
20211017,동두천,0.0
20211018,동두천,2.3
20211019,동두천,0.7
20211020,동두천,0.0
20211021,동두천,0.0
20211022,동두천,0.0
20211023,동두천,0.0
20211024,동두천,0.0
20211025,동두천,0.0
20211026,동두천,0.0
20211027,동두천,0.3
20211028,동두천,0.0
20211029,동두천,0.0
20211030,동두천,0.0
20211031,동두천,0.6
20211101,동두천,0.0
20211102,동두천,0.0
20211103,동두천,0.0
20211104,동두천,0.4
20211105,동두천,0.0
20211106,동두천,0.0
20211107,동두천,0.0
20211108,동두천,20.0
20211109,동두천,0.4
20211110,동두천,0.0
20211111,동두천,0.0
20211112,동두천,0.0
20211113,동두천,0.0
20211114,동두천,0.2
20211115,동두천,0.0
20211116,동두천,0.0
20211117,동두천,0.0
20211118,동두천,0.0
20211119,동두천,0.0
20211120,동두천,0.0
20211121,동두천,5.9
20211122,동두천,2.1
20211123,동두천,0.0
20211124,동두천,0.0
20211125,동두천,0.0
20211126,동두천,0.0
20211127,동두천,0.0
20211128,동두천,0.0
20211129,동두천,0.0
20211130,동두천,22.6
20211201,동두천,0.0
20211202,동두천,0.4
20211203,동두천,0.1
20211204,동두천,0.0
20211205,동두천,0.0
20211206,동두천,0.0
20211207,동두천,0.0
20211208,동두천,0.0
20211209,동두천,0.0
20211210,동두천,1.4
20211211,동두천,0.0
20211212,동두천,0.0
20211213,동두천,0.0
20211214,동두천,1.1
20211215,동두천,3.3
20211216,동두천,0.0
20211217,동두천,0.0
20211218,동두천,1.6
20211219,동두천,0.3
20211220,동두천,0.0
20211221,동두천,0.0
20211222,동두천,0.0
20211223,동두천,0.0
20211224,동두천,0.1
20211225,동두천,0.0
20211226,동두천,0.0
20211227,동두천,0.0
20211228,동두천,0.0
20211229,동두천,0.0
20211230,동두천,0.0
20211231,동두천,0.0
20220101,동두천,0.0
20220102,동두천,0.3
20220103,동두천,0.0
20220104,동두천,0.0
20220105,동두천,0.0
20220106,동두천,0.0
20220107,동두천,0.0
20220108,동두천,0.0
20220109,동두천,0.0
20220110,동두천,0.8
20220111,동두천,0.4
20220112,동두천,0.0
20220113,동두천,0.0
20220114,동두천,0.0
20220115,동두천,0.0
20220116,동두천,0.0
20220117,동두천,0.2
20220118,동두천,0.0
20220119,동두천,2.8
20220120,동두천,0.0
20220121,동두천,0.0
20220122,동두천,0.0
20220123,동두천,0.0
20220124,동두천,0.0
20220125,동두천,0.0
20220126,동두천,0.0
20220127,동두천,0.0
20220128,동두천,0.0
20220129,동두천,0.0
20220130,동두천,0.0
20220131,동두천,2.0
20220201,동두천,1.4
20220202,동두천,0.0
20220203,동두천,0.0
20220204,동두천,0.0
20220205,동두천,0.0
20220206,동두천,0.0
20220207,동두천,0.0
20220208,동두천,0.0
20220209,동두천,0.0
20220210,동두천,0.0
20220211,동두천,0.0
20220212,동두천,0.0
20220213,동두천,0.0
20220214,동두천,2.1
20220215,동두천,0.0
20220216,동두천,0.0
20220217,동두천,0.0
20220218,동두천,0.0
20220219,동두천,0.0
20220220,동두천,0.0
20220221,동두천,0.2
20220222,동두천,0.0
20220223,동두천,0.0
20220224,동두천,0.0
20220225,동두천,0.0
20220226,동두천,3.4
20220227,동두천,0.0
20220228,동두천,0.0
20220301,동두천,1.7
20220302,동두천,0.0
20220303,동두천,0.0
20220304,동두천,0.0
20220305,동두천,0.0
