,hour,SO2,CO,O3,NO2,PM10,PM25,지역,지역명,year,month,day,도로명,시작점,종점,기온,습도,재비산먼지 평균농도,오염범례,minute,기준치초과 유무,평균속도,최고속도
8184,13,0.002,0.4,0.036,0.015,24.0,14.0,서울,강북구,2022,8,19,한천로,서울특별시 강북구 수유동 279-7 도,서울특별시 강북구 번동 612-3천,28.0,94.0,22.0,5.0,36.0,0,24.107568181818184,50.59405940594059
8185,11,0.001,0.3,0.041,0.014,20.0,9.0,서울,동대문구,2022,9,14,한천로,서울특별시 동대문구 이문동 209-1도,서울특별시 동대문구 장안동 472-3도,27.0,57.0,7.0,5.0,36.0,0,24.107568181818184,50.59405940594059
8186,11,0.003,0.3,0.031,0.018,25.0,11.0,서울,동대문구,2022,9,14,한천로,서울특별시 동대문구 이문동 209-1도,서울특별시 동대문구 장안동 472-3도,27.0,57.0,7.0,5.0,36.0,0,24.107568181818184,50.59405940594059
8187,12,0.003,0.6,0.033,0.049,84.0,46.0,서울,성북구,2022,9,29,한천로,서울특별시 성북구 장위동 311-42 천,서울특별시 성북구 석관동 43-1도,25.0,74.0,158.0,2.0,55.0,0,24.107568181818184,50.59405940594059
8188,12,0.003,0.7,0.023,0.056,69.0,44.0,서울,성북구,2022,9,29,한천로,서울특별시 성북구 장위동 311-42 천,서울특별시 성북구 석관동 43-1도,25.0,74.0,158.0,2.0,55.0,0,24.107568181818184,50.59405940594059
8189,12,0.003,0.6,0.045,0.035,65.0,45.0,서울,강북구,2022,9,29,한천로,서울특별시 강북구 수유동 279-7 도,서울특별시 강북구 번동 612-3천,25.0,74.0,16.0,5.0,43.0,0,24.107568181818184,50.59405940594059
8190,11,0.003,0.3,0.027,0.008,20.0,4.0,서울,동대문구,2022,10,17,한천로,서울특별시 동대문구 이문동 209-1도,서울특별시 동대문구 장안동 472-3도,14.0,28.0,10.0,5.0,26.0,0,24.107568181818184,50.59405940594059
8191,11,0.003,0.3,0.018,0.016,20.0,3.0,서울,동대문구,2022,10,17,한천로,서울특별시 동대문구 이문동 209-1도,서울특별시 동대문구 장안동 472-3도,14.0,28.0,10.0,5.0,26.0,0,24.107568181818184,50.59405940594059
8192,10,0.003,0.3,0.02,0.013,16.0,5.0,서울,성북구,2022,10,17,한천로,서울특별시 성북구 장위동 311-42 천,서울특별시 성북구 석관동 43-1도,13.0,38.0,27.0,5.0,14.0,0,24.107568181818184,50.59405940594059
8193,10,0.003,0.3,0.014,0.023,20.0,9.0,서울,성북구,2022,10,17,한천로,서울특별시 성북구 장위동 311-42 천,서울특별시 성북구 석관동 43-1도,13.0,38.0,27.0,5.0,14.0,0,24.107568181818184,50.59405940594059
8194,12,0.003,0.3,0.028,0.004,17.0,9.0,서울,강북구,2022,10,18,한천로,서울특별시 강북구 수유동 279-7 도,서울특별시 강북구 번동 612-3천,13.0,42.0,11.0,5.0,42.0,0,24.107568181818184,50.59405940594059
8195,11,0.0028,0.4,0.0569,0.0115,28.0,18.0,서울,동대문구,2023,6,15,한천로,서울특별시 동대문구 이문동 209-1도,서울특별시 동대문구 장안동 472-3도,26.0,62.0,10.0,5.0,5.0,0,24.107568181818184,50.59405940594059
8196,11,0.003,0.57,0.0388,0.0287,27.0,19.0,서울,동대문구,2023,6,15,한천로,서울특별시 동대문구 이문동 209-1도,서울특별시 동대문구 장안동 472-3도,26.0,62.0,10.0,5.0,5.0,0,24.107568181818184,50.59405940594059
8197,12,0.0027,0.4,0.0361,0.01,24.0,13.0,서울,성북구,2023,6,22,한천로,서울특별시 성북구 장위동 311-42 천,서울특별시 성북구 석관동 43-1도,26.0,61.0,4.0,5.0,10.0,0,24.107568181818184,50.59405940594059
8198,12,0.0027,0.37,0.0272,0.021,26.0,14.0,서울,성북구,2023,6,22,한천로,서울특별시 성북구 장위동 311-42 천,서울특별시 성북구 석관동 43-1도,26.0,61.0,4.0,5.0,10.0,0,24.107568181818184,50.59405940594059
8199,14,0.0025,0.31,0.0668,0.009,26.0,17.0,서울,강북구,2023,7,12,한천로,서울특별시 강북구 수유동 279-7 도,서울특별시 강북구 번동 612-3천,30.0,89.0,11.0,5.0,15.0,0,24.107568181818184,50.59405940594059
8200,14,0.0029,0.39,0.061,0.0151,27.0,24.0,서울,성북구,2023,7,12,한천로,서울특별시 성북구 장위동 311-42 천,서울특별시 성북구 석관동 43-1도,30.0,69.0,15.0,5.0,13.0,0,24.107568181818184,50.59405940594059
8201,14,0.0028,0.46,0.044,0.0363,37.0,23.0,서울,성북구,2023,7,12,한천로,서울특별시 성북구 장위동 311-42 천,서울특별시 성북구 석관동 43-1도,30.0,69.0,15.0,5.0,13.0,0,24.107568181818184,50.59405940594059
8202,11,0.0025,0.22,0.0482,0.0104,37.0,26.0,서울,동대문구,2023,8,2,한천로,서울특별시 동대문구 이문동 209-1도,서울특별시 동대문구 장안동 472-3도,34.0,58.0,4.0,5.0,0.0,0,24.107568181818184,50.59405940594059
8203,11,0.0033,0.52,0.0283,0.0367,42.0,25.0,서울,동대문구,2023,8,2,한천로,서울특별시 동대문구 이문동 209-1도,서울특별시 동대문구 장안동 472-3도,34.0,58.0,4.0,5.0,0.0,0,24.107568181818184,50.59405940594059
8204,14,0.0026,0.22,0.0658,0.0066,27.0,15.0,서울,강북구,2023,8,4,한천로,서울특별시 강북구 수유동 279-7 도,서울특별시 강북구 번동 612-3천,36.0,61.0,7.0,5.0,32.0,0,24.107568181818184,50.59405940594059
8205,11,0.0033,0.5,0.0234,0.0244,31.0,11.0,서울,동대문구,2023,10,4,한천로,서울특별시 동대문구 이문동 209-1도,서울특별시 동대문구 장안동 472-3도,22.0,65.0,11.0,5.0,1.0,0,24.107568181818184,50.59405940594059
8206,11,0.0035,0.62,0.0146,0.0371,43.0,14.0,서울,동대문구,2023,10,4,한천로,서울특별시 동대문구 이문동 209-1도,서울특별시 동대문구 장안동 472-3도,22.0,65.0,11.0,5.0,1.0,0,24.107568181818184,50.59405940594059
8207,14,0.0022,0.35,0.0459,0.0136,19.0,11.0,서울,강북구,2023,10,11,한천로,서울특별시 강북구 수유동 279-7 도,서울특별시 강북구 번동 612-3천,24.0,39.0,4.0,5.0,35.0,0,24.107568181818184,50.59405940594059
8208,11,0.0038,0.44,0.0367,0.0251,48.0,29.0,서울,동대문구,2023,10,31,한천로,서울특별시 동대문구 이문동 209-1도,서울특별시 동대문구 장안동 472-3도,18.0,72.0,10.0,5.0,24.0,0,24.107568181818184,50.59405940594059
8209,11,0.0032,0.51,0.0232,0.0356,48.0,29.0,서울,동대문구,2023,10,31,한천로,서울특별시 동대문구 이문동 209-1도,서울특별시 동대문구 장안동 472-3도,18.0,72.0,10.0,5.0,24.0,0,24.107568181818184,50.59405940594059
8210,15,0.0024,0.19,0.039,0.01434,18.0,4.0,서울,성북구,2023,11,7,한천로,서울특별시 성북구 장위동 311-42 천,서울특별시 성북구 석관동 43-1도,10.0,40.0,37.0,5.0,0.0,0,24.107568181818184,50.59405940594059
8211,15,0.0022,0.4,0.0264,0.0227,71.0,22.0,서울,성북구,2023,11,7,한천로,서울특별시 성북구 장위동 311-42 천,서울특별시 성북구 석관동 43-1도,10.0,40.0,37.0,5.0,0.0,0,24.107568181818184,50.59405940594059
8212,15,0.003,0.36,0.0355,0.0068,22.0,14.0,서울,강북구,2023,12,1,한천로,서울특별시 강북구 수유동 279-7 도,서울특별시 강북구 번동 612-3천,1.0,38.0,11.0,5.0,31.0,0,24.107568181818184,50.59405940594059
8213,15,0.0034,0.53,0.0183,0.0344,33.0,19.0,서울,성북구,2023,12,4,한천로,서울특별시 성북구 장위동 311-42 천,서울특별시 성북구 석관동 43-1도,8.0,43.0,54.0,4.0,21.0,0,24.107568181818184,50.59405940594059
8214,15,0.0034,0.48,0.0166,0.0419,53.0,42.0,서울,성북구,2023,12,4,한천로,서울특별시 성북구 장위동 311-42 천,서울특별시 성북구 석관동 43-1도,8.0,43.0,54.0,4.0,21.0,0,24.107568181818184,50.59405940594059
8239,14,0.004,0.4,0.062,0.022,58.0,35.0,서울,동대문구,2022,4,4,한천로58길,서울특별시 동대문구 이문동 94-6대,서울특별시 동대문구 이문동 1-4 도,17.0,24.0,25.0,5.0,30.0,0,24.87872727272727,40.0
8240,14,0.004,0.5,0.051,0.035,53.0,30.0,서울,동대문구,2022,4,4,한천로58길,서울특별시 동대문구 이문동 94-6대,서울특별시 동대문구 이문동 1-4 도,17.0,24.0,25.0,5.0,30.0,0,24.87872727272727,40.0
8241,15,0.002,0.3,0.051,0.015,143.0,15.0,서울,동대문구,2022,4,27,한천로58길,서울특별시 동대문구 이문동 94-6대,서울특별시 동대문구 이문동 1-4 도,23.0,20.0,28.0,5.0,36.0,0,24.87872727272727,40.0
8242,15,0.002,0.4,0.034,0.026,134.0,22.0,서울,동대문구,2022,4,27,한천로58길,서울특별시 동대문구 이문동 94-6대,서울특별시 동대문구 이문동 1-4 도,23.0,20.0,28.0,5.0,36.0,0,24.87872727272727,40.0
8243,14,0.003,0.3,0.081,0.016,30.0,12.0,서울,동대문구,2022,5,24,한천로58길,서울특별시 동대문구 이문동 94-6대,서울특별시 동대문구 이문동 1-4 도,30.0,32.0,23.0,5.0,43.0,0,24.87872727272727,40.0
8244,14,0.003,0.5,0.057,0.032,35.0,15.0,서울,동대문구,2022,5,24,한천로58길,서울특별시 동대문구 이문동 94-6대,서울특별시 동대문구 이문동 1-4 도,30.0,32.0,23.0,5.0,43.0,0,24.87872727272727,40.0
8245,14,0.002,0.4,0.0573333333333333,0.0146666666666666,30.0,15.5,서울,동대문구,2022,6,20,한천로58길,서울특별시 동대문구 이문동 94-6대,서울특별시 동대문구 이문동 1-4 도,29.0,61.0,16.0,5.0,34.0,0,24.87872727272727,40.0
8246,14,0.003,0.7,0.042,0.027,32.0,17.0,서울,동대문구,2022,6,20,한천로58길,서울특별시 동대문구 이문동 94-6대,서울특별시 동대문구 이문동 1-4 도,29.0,61.0,16.0,5.0,34.0,0,24.87872727272727,40.0
8247,14,0.003,0.3,0.073,0.008,17.0,11.0,서울,동대문구,2022,7,25,한천로58길,서울특별시 동대문구 이문동 94-6대,서울특별시 동대문구 이문동 1-4 도,31.0,60.0,2.0,5.0,32.0,0,24.87872727272727,40.0
8248,14,0.003,0.5,0.05,0.03,21.0,12.0,서울,동대문구,2022,7,25,한천로58길,서울특별시 동대문구 이문동 94-6대,서울특별시 동대문구 이문동 1-4 도,31.0,60.0,2.0,5.0,32.0,0,24.87872727272727,40.0
8249,14,0.002,0.3,0.05,0.008,21.0,13.0,서울,동대문구,2022,9,14,한천로58길,서울특별시 동대문구 이문동 94-6대,서울특별시 동대문구 이문동 1-4 도,28.0,53.0,16.0,5.0,59.0,0,24.87872727272727,40.0
8250,14,0.002,0.3,0.038,0.014,25.0,16.0,서울,동대문구,2022,9,14,한천로58길,서울특별시 동대문구 이문동 94-6대,서울특별시 동대문구 이문동 1-4 도,28.0,53.0,16.0,5.0,59.0,0,24.87872727272727,40.0
8251,14,0.003,0.3,0.031,0.006,22.0,5.0,서울,동대문구,2022,10,17,한천로58길,서울특별시 동대문구 이문동 94-6대,서울특별시 동대문구 이문동 1-4 도,15.0,27.0,17.0,5.0,46.0,0,24.87872727272727,40.0
8252,14,0.003,0.3,0.024,0.011,27.0,5.0,서울,동대문구,2022,10,17,한천로58길,서울특별시 동대문구 이문동 94-6대,서울특별시 동대문구 이문동 1-4 도,15.0,27.0,17.0,5.0,46.0,0,24.87872727272727,40.0
8253,13,0.0029,0.36,0.0668,0.0094,27.0,18.0,서울,동대문구,2023,6,15,한천로58길,서울특별시 동대문구 이문동 94-6대,서울특별시 동대문구 이문동 1-4 도,28.0,54.0,19.0,5.0,41.0,0,24.87872727272727,40.0
8254,13,0.0034,0.47,0.0555,0.0231,36.0,23.0,서울,동대문구,2023,6,15,한천로58길,서울특별시 동대문구 이문동 94-6대,서울특별시 동대문구 이문동 1-4 도,28.0,54.0,19.0,5.0,41.0,0,24.87872727272727,40.0
8255,13,0.0025,0.22,0.0845,0.0077,38.0,28.0,서울,동대문구,2023,8,2,한천로58길,서울특별시 동대문구 이문동 94-6대,서울특별시 동대문구 이문동 1-4 도,34.0,57.0,8.0,5.0,28.0,0,24.87872727272727,40.0
8256,13,0.003,0.44,0.0561,0.0411,36.0,28.0,서울,동대문구,2023,8,2,한천로58길,서울특별시 동대문구 이문동 94-6대,서울특별시 동대문구 이문동 1-4 도,34.0,57.0,8.0,5.0,28.0,0,24.87872727272727,40.0
8257,13,0.0035,0.35,0.0554,0.011,25.0,13.0,서울,동대문구,2023,10,4,한천로58길,서울특별시 동대문구 이문동 94-6대,서울특별시 동대문구 이문동 1-4 도,23.0,58.0,11.0,5.0,51.0,0,24.87872727272727,40.0
8258,13,0.0032,0.53,0.0434,0.0274,24.0,10.0,서울,동대문구,2023,10,4,한천로58길,서울특별시 동대문구 이문동 94-6대,서울특별시 동대문구 이문동 1-4 도,23.0,58.0,11.0,5.0,51.0,0,24.87872727272727,40.0
8259,13,0.0040666666666666,0.45,0.0480666666666666,0.0207333333333333,48.0,26.25,서울,동대문구,2023,10,31,한천로58길,서울특별시 동대문구 이문동 94-6대,서울특별시 동대문구 이문동 1-4 도,20.0,65.0,26.0,5.0,37.0,0,24.87872727272727,40.0
8260,13,0.0033,0.5,0.0461,0.0289,47.0,23.0,서울,동대문구,2023,10,31,한천로58길,서울특별시 동대문구 이문동 94-6대,서울특별시 동대문구 이문동 1-4 도,20.0,65.0,26.0,5.0,37.0,0,24.87872727272727,40.0
8267,13,0.004,0.3,0.071,0.021,69.0,30.0,서울,도봉구,2022,4,20,해등로,서울특별시 도봉구 쌍문동 509-11도,서울특별시 도봉구 창동 산135-1도,23.0,26.0,24.0,5.0,34.0,0,19.91889393939394,33.333333333333336
8268,13,0.003,0.3,0.073,0.008,26.0,12.0,서울,도봉구,2022,5,11,해등로,서울특별시 도봉구 쌍문동 509-11도,서울특별시 도봉구 창동 산135-1도,24.0,43.0,16.0,5.0,36.0,0,19.91889393939394,33.333333333333336
8269,10,0.002,0.6,0.041,0.011,22.0,13.0,서울,도봉구,2022,6,13,해등로,서울특별시 도봉구 쌍문동 509-11도,서울특별시 도봉구 창동 산135-1도,26.0,65.0,29.0,5.0,44.0,0,19.91889393939394,33.333333333333336
8270,13,0.001,0.1,0.033,0.007,13.0,1.0,서울,도봉구,2022,7,12,해등로,서울특별시 도봉구 쌍문동 509-11도,서울특별시 도봉구 창동 산135-1도,30.0,80.0,6.0,5.0,26.0,0,19.91889393939394,33.333333333333336
8271,13,0.003,0.3,0.057,0.006,19.0,7.0,서울,도봉구,2022,9,7,해등로,서울특별시 도봉구 쌍문동 509-11도,서울특별시 도봉구 창동 산135-1도,28.0,39.0,6.0,5.0,35.0,0,19.91889393939394,33.333333333333336
8272,13,0.004,0.7,0.055,0.036,68.0,50.0,서울,도봉구,2022,9,29,해등로,서울특별시 도봉구 쌍문동 509-11도,서울특별시 도봉구 창동 산135-1도,25.0,72.0,14.0,5.0,21.0,0,19.91889393939394,33.333333333333336
8273,10,0.0023,0.45,0.0194,0.0179,28.0,15.0,서울,도봉구,2023,7,12,해등로,서울특별시 도봉구 쌍문동 509-11도,서울특별시 도봉구 창동 산135-1도,27.0,100.0,20.0,5.0,42.0,0,19.91889393939394,33.333333333333336
8274,10,0.0028,0.42,0.0211,0.0107,15.0,9.0,서울,도봉구,2023,8,4,해등로,서울특별시 도봉구 쌍문동 509-11도,서울특별시 도봉구 창동 산135-1도,32.0,79.0,4.0,5.0,34.0,0,19.91889393939394,33.333333333333336
8275,10,0.0027,0.48,0.019,0.0217,23.0,14.0,서울,도봉구,2023,10,11,해등로,서울특별시 도봉구 쌍문동 509-11도,서울특별시 도봉구 창동 산135-1도,19.0,65.0,4.0,5.0,39.0,0,19.91889393939394,33.333333333333336
8276,10,0.002,0.53,0.0189,0.024,26.0,15.0,서울,도봉구,2023,12,1,해등로,서울특별시 도봉구 쌍문동 509-11도,서울특별시 도봉구 창동 산135-1도,-2.0,46.0,13.0,5.0,41.0,0,19.91889393939394,33.333333333333336
8280,14,0.004,0.3,0.056,0.014,54.0,29.0,서울,성동구,2022,4,5,행당로,서울특별시 성동구 금호동1가 122-1도,서울특별시 성동구 행당동 318-1 도,16.0,25.0,3.0,5.0,22.0,0,18.519886363636363,37.5
8281,14,0.005,0.6,0.059,0.051,61.0,38.0,서울,성동구,2022,4,5,행당로,서울특별시 성동구 금호동1가 122-1도,서울특별시 성동구 행당동 318-1 도,16.0,25.0,3.0,5.0,22.0,0,18.519886363636363,37.5
8282,14,0.004,0.3,0.076,0.017,54.0,21.0,서울,성동구,2022,5,19,행당로,서울특별시 성동구 금호동1가 122-1도,서울특별시 성동구 행당동 318-1 도,24.0,42.0,8.0,5.0,2.0,0,18.519886363636363,37.5
8283,14,0.004,0.5,0.049,0.041,54.0,21.0,서울,성동구,2022,5,19,행당로,서울특별시 성동구 금호동1가 122-1도,서울특별시 성동구 행당동 318-1 도,24.0,42.0,8.0,5.0,2.0,0,18.519886363636363,37.5
8284,13,0.003,0.4,0.062,0.021,38.0,21.0,서울,성동구,2022,7,5,행당로,서울특별시 성동구 금호동1가 122-1도,서울특별시 성동구 행당동 318-1 도,33.0,56.0,7.0,5.0,47.0,0,18.519886363636363,37.5
8285,13,0.002,0.7,0.027,0.0576666666666666,40.66666666666666,24.666666666666668,서울,성동구,2022,7,5,행당로,서울특별시 성동구 금호동1가 122-1도,서울특별시 성동구 행당동 318-1 도,33.0,56.0,7.0,5.0,47.0,0,18.519886363636363,37.5
8286,15,0.003,0.2,0.071,0.016,48.0,30.0,서울,성동구,2022,7,19,행당로,서울특별시 성동구 금호동1가 122-1도,서울특별시 성동구 행당동 318-1 도,32.0,52.0,8.0,5.0,8.0,0,18.519886363636363,37.5
8287,15,0.002,0.6,0.038,0.045,44.0,23.0,서울,성동구,2022,7,19,행당로,서울특별시 성동구 금호동1가 122-1도,서울특별시 성동구 행당동 318-1 도,32.0,52.0,8.0,5.0,8.0,0,18.519886363636363,37.5
8288,14,0.003,0.2,0.047,0.013,23.0,7.0,서울,성동구,2022,9,22,행당로,서울특별시 성동구 금호동1가 122-1도,서울특별시 성동구 행당동 318-1 도,24.0,48.0,6.0,5.0,3.0,0,18.519886363636363,37.5
8289,14,0.003,0.3,0.031,0.031,19.0,6.0,서울,성동구,2022,9,22,행당로,서울특별시 성동구 금호동1가 122-1도,서울특별시 성동구 행당동 318-1 도,24.0,48.0,6.0,5.0,3.0,0,18.519886363636363,37.5
8290,11,0.0025,0.35,0.0527,0.0158,25.0,16.0,서울,성동구,2023,6,9,행당로,서울특별시 성동구 금호동1가 122-1도,서울특별시 성동구 행당동 318-1 도,26.0,59.0,8.0,5.0,30.0,0,18.519886363636363,37.5
8291,11,0.0031,0.59,0.03,0.0427,39.0,15.0,서울,성동구,2023,6,9,행당로,서울특별시 성동구 금호동1가 122-1도,서울특별시 성동구 행당동 318-1 도,26.0,59.0,8.0,5.0,30.0,0,18.519886363636363,37.5
8292,11,0.0025,0.4,0.0334,0.0137,23.0,12.0,서울,성동구,2023,6,23,행당로,서울특별시 성동구 금호동1가 122-1도,서울특별시 성동구 행당동 318-1 도,26.0,87.0,6.0,5.0,46.0,0,18.519886363636363,37.5
8293,11,0.0029,0.54,0.0174,0.0342,31.0,15.0,서울,성동구,2023,6,23,행당로,서울특별시 성동구 금호동1가 122-1도,서울특별시 성동구 행당동 318-1 도,26.0,87.0,6.0,5.0,46.0,0,18.519886363636363,37.5
8294,11,0.0029,0.37,0.0482,0.0189,32.0,28.0,서울,성동구,2023,8,18,행당로,서울특별시 성동구 금호동1가 122-1도,서울특별시 성동구 행당동 318-1 도,33.0,76.0,7.0,5.0,44.0,0,18.519886363636363,37.5
8295,11,0.0028,0.29,0.0282,0.0365,33.0,14.0,서울,성동구,2023,8,18,행당로,서울특별시 성동구 금호동1가 122-1도,서울특별시 성동구 행당동 318-1 도,33.0,76.0,7.0,5.0,44.0,0,18.519886363636363,37.5
8296,11,0.0033,0.23,0.0319,0.01,11.0,7.0,서울,성동구,2023,9,21,행당로,서울특별시 성동구 금호동1가 122-1도,서울특별시 성동구 행당동 318-1 도,23.0,65.0,4.0,5.0,39.0,0,18.519886363636363,37.5
8297,11,0.0027,0.28,0.0325,0.0061,9.0,3.0,서울,성동구,2023,9,21,행당로,서울특별시 성동구 금호동1가 122-1도,서울특별시 성동구 행당동 318-1 도,23.0,65.0,4.0,5.0,39.0,0,18.519886363636363,37.5
8298,12,0.0035,0.48,0.0238,0.0321,46.0,27.0,서울,성동구,2023,10,30,행당로,서울특별시 성동구 금호동1가 122-1도,서울특별시 성동구 행당동 318-1 도,18.0,66.0,18.0,5.0,2.0,0,18.519886363636363,37.5
8299,12,0.0039,0.67,0.0092,0.0499,55.0,31.0,서울,성동구,2023,10,30,행당로,서울특별시 성동구 금호동1가 122-1도,서울특별시 성동구 행당동 318-1 도,18.0,66.0,18.0,5.0,2.0,0,18.519886363636363,37.5
8300,12,0.0041,0.52,0.0092,0.032,56.0,32.0,서울,성동구,2023,12,4,행당로,서울특별시 성동구 금호동1가 122-1도,서울특별시 성동구 행당동 318-1 도,5.0,51.0,5.0,5.0,15.0,0,18.519886363636363,37.5
8301,12,0.0046,0.76,0.0055,0.0526,71.0,41.0,서울,성동구,2023,12,4,행당로,서울특별시 성동구 금호동1가 122-1도,서울특별시 성동구 행당동 318-1 도,5.0,51.0,5.0,5.0,15.0,0,18.519886363636363,37.5
8306,12,0.003,0.5,0.033,0.03,37.0,12.0,서울,강서구,2022,3,30,허준로,서울특별시 강서구 가양동 1457-6도,서울특별시 강서구 가양동 1484-6도,16.0,64.0,46.0,5.0,27.0,0,17.99530909090909,36.666666666666664
8307,12,0.004,0.4,0.03,0.032,48.0,17.0,서울,강서구,2022,3,30,허준로,서울특별시 강서구 가양동 1457-6도,서울특별시 강서구 가양동 1484-6도,16.0,64.0,46.0,5.0,27.0,0,17.99530909090909,36.666666666666664
8308,12,0.002,0.3,0.04,0.014,197.0,16.0,서울,강서구,2022,4,27,허준로,서울특별시 강서구 가양동 1457-6도,서울특별시 강서구 가양동 1484-6도,21.0,24.0,28.0,5.0,27.0,0,17.99530909090909,36.666666666666664
8309,12,0.002,0.3,0.032,0.027,188.0,20.0,서울,강서구,2022,4,27,허준로,서울특별시 강서구 가양동 1457-6도,서울특별시 강서구 가양동 1484-6도,21.0,24.0,28.0,5.0,27.0,0,17.99530909090909,36.666666666666664
8310,10,0.003,0.4,0.036,0.024,40.0,27.0,서울,강서구,2022,6,17,허준로,서울특별시 강서구 가양동 1457-6도,서울특별시 강서구 가양동 1484-6도,24.0,89.0,10.0,5.0,44.0,0,17.99530909090909,36.666666666666664
8311,10,0.003,0.4,0.033,0.035,46.0,32.0,서울,강서구,2022,6,17,허준로,서울특별시 강서구 가양동 1457-6도,서울특별시 강서구 가양동 1484-6도,24.0,89.0,10.0,5.0,44.0,0,17.99530909090909,36.666666666666664
8312,11,0.003,0.5,0.051,0.017,31.0,19.0,서울,강서구,2022,7,18,허준로,서울특별시 강서구 가양동 1457-6도,서울특별시 강서구 가양동 1484-6도,31.0,76.0,5.0,5.0,38.0,0,17.99530909090909,36.666666666666664
8313,11,0.003,0.4,0.048,0.023,30.0,17.0,서울,강서구,2022,7,18,허준로,서울특별시 강서구 가양동 1457-6도,서울특별시 강서구 가양동 1484-6도,31.0,76.0,5.0,5.0,38.0,0,17.99530909090909,36.666666666666664
8314,11,0.003,0.5,0.0426666666666666,0.023,30.666666666666668,10.333333333333334,서울,강서구,2022,9,8,허준로,서울특별시 강서구 가양동 1457-6도,서울특별시 강서구 가양동 1484-6도,27.0,66.0,4.0,5.0,30.0,0,17.99530909090909,36.666666666666664
8315,11,0.002,0.5,0.031,0.037,47.0,19.0,서울,강서구,2022,9,8,허준로,서울특별시 강서구 가양동 1457-6도,서울특별시 강서구 가양동 1484-6도,27.0,66.0,4.0,5.0,30.0,0,17.99530909090909,36.666666666666664
8316,12,0.002,0.3,0.029,0.009,17.0,6.0,서울,강서구,2022,10,7,허준로,서울특별시 강서구 가양동 1457-6도,서울특별시 강서구 가양동 1484-6도,18.0,73.0,8.0,5.0,58.0,0,17.99530909090909,36.666666666666664
8317,12,0.002,0.3,0.021,0.02,19.0,8.0,서울,강서구,2022,10,7,허준로,서울특별시 강서구 가양동 1457-6도,서울특별시 강서구 가양동 1484-6도,18.0,73.0,8.0,5.0,58.0,0,17.99530909090909,36.666666666666664
8318,12,0.0028,0.38,0.0733,0.0102,25.0,14.0,서울,강서구,2023,6,12,허준로,서울특별시 강서구 가양동 1457-6도,서울특별시 강서구 가양동 1484-6도,26.0,57.0,14.0,5.0,11.0,0,17.99530909090909,36.666666666666664
8319,12,0.0026,0.35,0.0683,0.024,25.0,14.0,서울,강서구,2023,6,12,허준로,서울특별시 강서구 가양동 1457-6도,서울특별시 강서구 가양동 1484-6도,26.0,57.0,14.0,5.0,11.0,0,17.99530909090909,36.666666666666664
8320,12,0.0032,0.62,0.0784,0.0189,54.0,29.0,서울,강서구,2023,7,7,허준로,서울특별시 강서구 가양동 1457-6도,서울특별시 강서구 가양동 1484-6도,33.0,52.0,11.0,5.0,29.0,0,17.99530909090909,36.666666666666664
8321,12,0.0035,0.47,0.0629,0.0373,60.0,32.0,서울,강서구,2023,7,7,허준로,서울특별시 강서구 가양동 1457-6도,서울특별시 강서구 가양동 1484-6도,33.0,52.0,11.0,5.0,29.0,0,17.99530909090909,36.666666666666664
8322,12,0.0024,0.43,0.0448,0.015,20.0,9.0,서울,강서구,2023,9,7,허준로,서울특별시 강서구 가양동 1457-6도,서울특별시 강서구 가양동 1484-6도,31.0,45.0,4.0,5.0,13.0,0,17.99530909090909,36.666666666666664
8323,12,0.0025,0.37,0.0375,0.0216,22.0,11.0,서울,강서구,2023,9,7,허준로,서울특별시 강서구 가양동 1457-6도,서울특별시 강서구 가양동 1484-6도,31.0,45.0,4.0,5.0,13.0,0,17.99530909090909,36.666666666666664
8324,11,0.0033,0.7,0.0169,0.0409,44.0,20.0,서울,강서구,2023,10,24,허준로,서울특별시 강서구 가양동 1457-6도,서울특별시 강서구 가양동 1484-6도,19.0,82.0,13.0,5.0,25.0,0,17.99530909090909,36.666666666666664
8325,11,0.0033,0.62,0.0212,0.0461,41.0,20.0,서울,강서구,2023,10,24,허준로,서울특별시 강서구 가양동 1457-6도,서울특별시 강서구 가양동 1484-6도,19.0,82.0,13.0,5.0,25.0,0,17.99530909090909,36.666666666666664
8326,11,0.0024,0.32,0.0318,0.0099,17.0,2.0,서울,강서구,2023,11,30,허준로,서울특별시 강서구 가양동 1457-6도,서울특별시 강서구 가양동 1484-6도,-2.0,41.0,6.0,5.0,27.0,0,17.99530909090909,36.666666666666664
8327,11,0.0019,0.32,0.0198,0.0222,38.0,9.0,서울,강서구,2023,11,30,허준로,서울특별시 강서구 가양동 1457-6도,서울특별시 강서구 가양동 1484-6도,-2.0,41.0,6.0,5.0,27.0,0,17.99530909090909,36.666666666666664
8336,13,0.003,0.3,0.05,0.019,49.0,23.0,서울,강남구,2022,4,6,헌릉로,서울특별시 강남구 세곡동 486-2천,서울특별시 강남구 세곡동 468-43 도,18.0,27.0,15.0,5.0,19.0,0,29.598787878787878,55.142857142857146
8337,13,0.003,0.4,0.05,0.019,56.0,22.0,서울,강남구,2022,4,6,헌릉로,서울특별시 강남구 세곡동 486-2천,서울특별시 강남구 세곡동 468-43 도,18.0,27.0,15.0,5.0,19.0,0,29.598787878787878,55.142857142857146
8338,14,0.002,0.5,0.066,0.018,44.0,29.0,서울,서초구,2022,4,25,헌릉로,서울특별시 서초구 양재동 238-1도,서울특별시 서초구 내곡동 산13-250 도,24.0,79.0,15.0,5.0,17.0,0,29.598787878787878,55.142857142857146
